,Puan,Yorum
12292,1.0,Gayet başarılı kaliteli
12293,1.0,depresyonun gerçekte ne olduğunu ve nasıl mücadele edileceğini somut ve işe yarar yöntemlerle anlatan bir kitap. öfke
12294,1.0,2 işgünündeelimde oldu.Hızlıve başarılı.
12295,1.0,Paketleme gayer güzeldi hızlı geldi teşekkürler
12296,1.0,Turbo Zeka isimli mağazadan aldım
12297,1.0,Kitap çok akıcı. her insanı etkileyebilecek bir konusu var. sayfalar ilerlerken düşünce denizine yelken acıyorsunuz. Hepsiburadadan aldım zmanında getirdi. hemen okumaya basladım
12298,0.0,bende okudum bu kitabı. fakat günümüz dunya ülkeleri için pek bir şey ifade etmiyor. Ulu önder zamanı ile bu zaman arasında baya fark var. Bu kitabı okuyarak ve uygulayarak ülkenin uçuşa geçeceğini düşünmek çok abes. hatta okurken sıkıldım diyebilirim
12299,1.0,Çok yalın bir dille anlatılmak istenen en güzel haliyle yazılmış tavsiye ediyorum buda ve iç dünyamızın gelişimi dikkatinizi çekiyorsa tavsiye ederim
12300,1.0,gerçektende çok güzel bir kitap. Son sayfaları fevkalade heyecanlı. Tavsiye edelir.
12301,1.0,Ürün elimize 1 günde ulaştı.6 yaşındaki oğlum için aldım.ilk akşamdan 20 sayfa yaptı.tüm alıştırmalar çok sürükleyici ve eğlenceli geldi.özellikle etiketli yapıştırmaları çok beğendi. çocukları tv
12302,1.0,Ürünü siparişimden 2 gün sonra teslim aldım. Kutu içerisinde 12 adet mevcut. Yeni klarnet çalmaya başlayanlar için çok rahat bir üfleme ile ses alabileceğiniz bir ürün. Kalite için diyecek bir şey yok zaten piyasadaki kaliteli ürünlerden biri. Alınması yönünde tavsiye ederim.
12303,1.0,Gülben Ergen bu albümüyle yaza damgasını vurdu yine çok doğru şarkı seçimleri ve her albümde gelişen sesi ile artık müzik piyasasında büyük bir yer edindi. Albümün en favori şarkılar ise
12304,1.0,2 yaşındaki oğlumun çok honda gitti. Büyük kitap büyük resimler. Tavsiye ederim
12305,1.0,çok iyi bir test
12306,1.0,Kesinlikle muhteşem
12307,1.0,Beklentilerimi karşıladı hala okumaktayım kitabı ! 
12308,1.0,fiyatına göre güzel biz beğendik
12309,1.0,5yaş için çok güzel bir seri
12310,1.0,Alanlara tavsiyem normal tension.İlgilenilen tarza göre de değişir Hard ya da extra hard tension daha kalın yapıda tellerdir ve gitarınızın sapını eğebilir. Seçim yaparken bunlara dikkat etmeniz yararınıza.Bunun dışında ürün gayet kaliteli ve tatmin edici.
12311,1.0,hem fiyat hem ürün çok iyi.
12312,1.0,Dikkat ve odak geliştirmek için mükemmel bir kitap. Ben 2 yaşındaki oğlum için almıştım Türkçe dil gelişimine
12313,0.0,Ürün dip ses yapiyor
12314,1.0,sabahattin alinin bütün kitaplarını okumalısınız. ve şunu bilinki bu madonna şarkıcı madonna değil :
12315,0.0,Sabahattin Ali'nin en kötü kitaplarından biridir
12316,1.0,Hızlı gönderi icin tesekkurler.Kitaplar hasarsız
12317,1.0,pürüzsüz kaliteli
12318,1.0,Ürün gayet başarılı
12319,1.0,teşekkürler.paketlemesi daha iyi olabilirdi. ürün paketi gelene kadar bir miktar yırtılmıştı. kitabın kenarları kirlenmişti.
12320,1.0,Hızlı güzel
12321,1.0,Çok kısa sürede elime ulaştı. Özenle paketlenmişti . Çok teşekkür ederim. Geleneksel oyunlarımızı çocuklarımızla oynamak çok hoş
12322,1.0,Kesinlikle tavsiye ediyorum. Büyük küçük herkes oynayabiliyor. Okuma yazma bilmeyen oğlumla da oynabiliyoruz
12323,1.0,Daha önce okuduğum ve mutlaka kitaplığımda bulunması gereken ve defalarca okunabilecek bir kitap. Sürükleyici bir konu ve akıcı anlatım.. Okuduğum en güzel romanlardan biriydi. 
12324,1.0,okuduğum en güzel kitap
12325,1.0,3 yaş için olanı aldım ummadığım şekilde severek yapınca 4 yaşı da şimdiden almaya karar verdim. Diğer yerlerde çok yüksek fiyatlara satılıyor
12326,1.0,Üniversitedeyken hocamız okutmuştu öykü inceleme dersinde
12327,1.0,kitap elime ertesi gün ulaştı zaten bu hizmetinize diyecek yok ama kitap harikaydı soluksuz okuduğum arka sayfasını merak ettiğim bir kitaptı herkese tafsiye ettim okumaya değer bir kitap şimdi aynı yazarın uçurtma avcısı isimli kitabını alacağım
12328,1.0,Salı günü sipariş vermiştim
12329,1.0,tüm anne babalar ve egitimciler okumali
12330,1.0,Gerçekten çok hızlı akşam sipariş ettim ertesi öğlen elimde oldu. Eğitici faydalı olduğunu öğrendim
12331,1.0,Kitap elime sorunsuz ve hızlı ulaştı daha okuyorum çok beğendim
12332,1.0,Modern romanlar içinde en güzellerinden
12333,1.0,ürün 1 buçuk günde elime geçti. Tahminimden gayet iyi.
12334,1.0,Kendim okudum. Bu sefer hediye almak için sipariş ettim. Tavsiye üzerine okuduğum bir kitaptı. Çok beğendim. 
12335,1.0,KALİTELİ VE GÜZEL ÜRÜN.AMA ZOR ÇIKIYOR
12336,1.0,Hızlı ve kusursuz gönderim Kaliteli sorular6 ana dersten testlerYeni basım 2019Kesinlikle tavsiye ediyorum
12337,1.0,işte bu! aradığınız orjinal rübik küp budur. 2.fotoraftakiyle aynı geliyor ve orjinalliğini beyazın karenin üstündeki logosundan anlıyorsunuz. ilk izlenim olarakta dönüşler zor oluyor.umarım oynadıkça açılır: macar mimar rubike ve hepsiburada.coma teşekkürler...
12338,1.0,Cok guzel bır set kesınlıkle tavsıye ederım
12339,1.0,Çok memnunuz. Kızım Arkadaki sticker ları yapıştırmaya bayılıyor.keşke daha çok olsaydı tek eleştirim bu olabilir
12340,1.0,Beklentimizi ziyadesi ile karşıladı
12341,1.0,Azra kohen tarzı. Aeden deki gibi yine genel kültür bilgileri vermekte sürükleyici bir roman .Kitap kaliteli. Konusunu okuyunca görün bence
12342,1.0,Bitirisini sevmedim sadece.O kadar yani.Okunmasi gerekli.Verdigi mesajlar guzel
12343,1.0,Kitaplar tek bir naylona sarılı içinde iki adet ayracı temiz bir şekilde geldi Kargo hızlı satıcı hb olumsuz hiçbir şey yok kitapta guzel tavsiye ederim
12344,1.0,hızlı teslimat
12345,1.0,Fiyatına göre iyi bir ürün.
12346,0.0,100 sayfayı okudum kendimi zorlayarak Ne diye bu kadar şişiriyorlar bu kitabı anlamak mümkün değil. Zaten bilinen iddialar bunlar. yazar ara ara kendi de diyor. şu şöyle şöyle de olabilir böyle böyle de.. ama elimizde kanıt yok diyor.lafonten den masallar.vakit kaybı bir kitap.
12347,1.0,Çocuk içinde yetişkin içinde beyni zorlayan
12348,1.0,İnsanın belli bir yaşa geline kesinlikle okuması gereken bir kitap.Neredeyse her sayfasında ayrı birders
12349,1.0,sepet dolsun diye öylesine almıştım bu kitabı sonra bir göz gezdiriyim dedim o gece kitabı bitirdim çok sürükleyici. Bölümler önce yazarın gözünden sonra kahramanın gözünden işleniyor
12350,1.0,Para biriktiriyorum alacağım ve hemen çalmaya çalışacağım
12351,1.0,Kitabı çok merak ediyordum
12352,1.0,Kitap hem konu bakımından çok güzel alır almaz 35 sayfasını hemen okudum . Paketlemesi güzeldi. Akşam 6 da sipariş verdim ertesi gün öğlen 12 de geldi . 
12353,1.0,Alisilmis roman turlerinden biraz farkli
12354,1.0,ürünü sipariş ettim ve birçok arkadaşım tarafından tavsiye almıştım. Türkçe açıklamalı olduğundan dolayı hem kelime öğreniyor hemde upper konularına kadar olan gramer konularını çok kolay öğreniyorsunuz.
12355,1.0,Çok beğendim beklentimin ötesinde güzel bir kitap.Bir solukta okudum.Şimdi Empati'yi okumak istiyorum..Tavsiye ederim..
12356,1.0,Aldığım günün sabahında geldi cidden hızlı kargo için teşekkürler
12357,1.0,Yıllar önce lisedeyken okuduğum bir kitaptı.İndirimli olduğunu görünce hemen sipariş verdim. İkinci defa okumama rağmen elimden bırakamadım. Salingerin çok akıcı bir anlatımı var. Karakterler arasındaki diyaloglar çok iyi kurgulanmış.Herkes okuması gereken güzel bir kitap.
12358,1.0,Ürün hızlı bir şekilde elime ulaştı. Ürün tam ve kaliteli. Paketlenmesi çok güzeldi. Hediye paketi de koymuşlar : Teşekkürler. Bir daha ki ürünlerimi sizde alacağım.
12359,1.0,Bu fiyata alınacak açık ara en iyi cihaz. Ama yedek parça destegi olmayan bir marka alınmamalı pişman olursunuz. Yedek pil
12360,1.0,tahtanın bir tarafında 3 taş
12361,1.0,Keyifle dinliyorum
12362,1.0,Kitap küçük boy içerik fena değil resimler canlı ve güzel
12363,1.0,Çok iyi drone öneririm
12364,0.0,Ürünü yorumlara bakarak aldım ancak tam bir hayal kırıklığı. Neyin üst boğum kısmı bildiğiniz eğri. Ürün açıklamasında sol el üstte kullananlar için diyor ancak alt delik tam ortalı açılmış flüt gibi.Sağ el de kullanabilir sol elde. Başpare dudak kısmı çapaklı dudak acıtıyor uzun süre üfleyemiyorsunuz. Ayrıca satıcı ürünü faturasız göndermiş.Kılıf idare eder fiyatına göre. Ney almak isteyen arkadaşlar gidip dükkanına gözünüzle görün elinize alın öyle karar verin. Ürünü geri iadeye göndericem maalesef.
12365,1.0,çok güzel tavsiye ederim fiyatıda uygun
12366,1.0,Kitabı okuyanlar Hayvan Çiftliği ile benzerlik taşıyacağını düşünecektir
12367,1.0,Ritimci arkadaşlar
12368,1.0,timaş yayınlarının mini masallar serisinide almıstım.oğlumla büyük zevkle okuyoruz.resimler çok güzel 
12369,1.0,mükemmel bir kitap almanızı tavsiye ederim
12370,1.0,Başlangıç için ideal ve ses tonu tam istediğim gb
12371,1.0,içeriği sürprizlerle dolu
12372,1.0,Sorunsuz bir şekilde geldi ilk günden kargoya direk verildi ve kitap zarar görmesin diye güzelce ambalajlamışlar bu çok hoşuma gitti.
12373,1.0,Kitap elime çok temiz ulaştı. İyi paketlenmiş. Aynı gün kargoya verdiler. Memnun kaldım. Teşekkür ederim
12374,1.0,çocuğum için almıştım ilgisini çekti ve her gün okutuyor ve öğrenciler içinde sipariş verdik onlarda faydalanacak.hepsiburada güzel çocuk kitaplarını bize sundu
12375,1.0,kargosu 4 gün sonra geldi ama 11 tane aldım 10 kasıma özel
12376,1.0,Efsane fiyat
12377,1.0,Ürün sorunsuz olarak geldi
12378,1.0,gitarı yaklaşık bir sene önce aldım gayet güzel özelikle de fiyatına göre hiçbir sorun yaşamadım sadece teller biraz sertti. Beğenmediğim tek şey var fiyat etiketinde ki abartılı indirim tamam fiyatına göre çok iyi ama etiketteki kadarda iyi değil 
12379,1.0,Çok güzel geldi teşekkürler
12380,0.0,İçerik olarak beğenmedim. Anlatılanlar kopuk ve birbirinden alakasız yani bağlayıcı değil. Ayrıca daha ilk kullanımda sayfa birleşim yerinden ayrıldı.
12381,1.0,ayşegül Çoruhlu'yu seviyorum
12382,1.0,Piyasadan çok ucuza almanın rahatlığı ile okumaya koyuldum.Farklı yönleri ile Atatürk
12383,1.0,En iyisi. Oğlum için aldım. Hocası çok beğendi. Sesi çok güzel. Ayrı ayrı malzeme özelliklerinin belirtilmesi ve 24 Ay garantili olan tek ürün olması beni bu ürüne yönlendirdi. Malzemelerini araştırdım. Boş değil. Çok memnun kaldım. Öğrenim için arıyorsanız bence ürün budur.
12384,1.0,Yine muhteşem bir eser. İyi ki okumuşum ve kesinlikle okumalısınız.. Kalemine sağlık Sn. Zülfü Livaneli.
12385,1.0,Gayet güzel. Bu türden romanları sevenler kaçırmasın.
12386,1.0,yüreğine sağlık üstadım bir tarihi roman ancak bu kadar güzel olabilir.
12387,1.0,Çok hızlı bir şekilde kargoya verildi. Cuma aldım Cumartesi evdeydi. Gayet güzel şekilde paketlenmiş ve kusursuz bir şekilde eve geldi. Teşekkürler HB.
12388,1.0,şöyle tarif ediyim 
12389,1.0,Yazarın hatırına 4 yıldız.
12390,1.0,2 yaştan buyana okuyoruz
12391,1.0,Kızım severek bakıyor uzun zamandır ilgisini çeken kitaplar özellikle arabada eline verince baya oyalaniyor. fakat içerik zenginlestirilebilir ingilizce diyalogların olduğu kitap yerine meyve sebze kitabı eklenebilir
12392,1.0,Dana önce başka bir markanın almıştım tahtaların boyutlarında ve kenarlarında sıkıntı vardı. Çekmesi itmesi zor oluyordu . Bu aldığımjenga da sıkıntı Yok . Tahtaların etrafı pürüzsüz ve oynaması daha zevkli teşekkürler 
12393,1.0,yunus emre hz.nin hayatını biliyordum fakat bu kadar derinlemesine ve romanvari bir şekilde anlatılması o kadar güzel ki.kitabı beğendim.okuduktan sonra arkadaşlarınıza tavsiye edeceğiniz mahiyette bir kitap.
12394,1.0,Kitaplar kaç sayfa
12395,1.0,çok akıcı
12396,1.0,Öncelikle ürün elinize çok iyi şekilde kargolanarakgönderiliyor. Dış etkenlerden izole şekilde elinize ulaşıyor.İkinci bir husus ürünün kalitesi gerçekten çok güzel. Resimde gördüğünüz ürünün aynısı elinizde olacak.Ürün Pazartesi kargoya verildi Çarşamba günü elime ulaştı hızlı ulaşım içinde teşekkür ederim. İyi günler. 
12397,1.0,ürün sorunsuzca geldi teşekkürler hb&#128578
12398,1.0,Hızlı kargo ve kitabı bir günde bitirdim sürükleyici bir kitap.
12399,1.0,Ürünü henüz çok kullanmadm ama iyi çalışıyor bu tarz bir ürünün tek sorunu filamentleri kalemi alıyoruz okey ama iyi bı filament bakıyorum kiloyla satılıyor ve fiyatları kalem fiyatı kadar kalemi aldık güzel filament bakıyorum bulamadım on metre kırmızı on metre sarı vs gibi alamıyorsunuz ben ABS filament bakiyorum bahsettiğim tarzda ürün alabilicegm biyer varsa yardımcı olun lütfen. Mağaza olarak çok hızlı ve özenliler dönüş yapıyorlar hızlı bir şekilde. Bir sorun olsa bile eminim ki çözmek için ellerinden geleni yaparlar güzel alışverişti&#128077
12400,1.0,Bazen insan gezdiği bir şehide gördüğü manzara karşısında büyülenir ve orayı çok sever ve 'hayatımda gördüğüm en güzel yer' der. bazen tanıdığın birisinin yeni huylarını öğrenirsin ve dersin ki &quot
12401,0.0,Sürükleyici olmayan bir kitap! sıkıcı.
12402,1.0,kısa sürede elime ulaştı 
12403,1.0,Piti Pati Pus...Oglumuzun severek dinledigi bir kitap.Guzel resmedilmis.
12404,1.0,Satıcı EVREKA...Ürün hemen hemen aynı. fakat görseldeki ürün gibi altıgen paketi yok. Kutunun üstünde Abbalone yazmıyor. Redka Sumo yazıyor.Oyun tablasının kenarlarında Redka yazısı yok. Olsaydı daha görsel olarak daha güzel olurdu. Oyun topları ve oyun tablası plastik. kalite orta sınıf. görseldekinden eksiklikleri bunlar. bunları bilerek sipariş edin. fakat oyunu oynamak için gayet yeterli. Oyun eğlenceli. tavsiye ederim.
12405,1.0,Bu kitabı okuyunca bi nevi şu an ki insanlığımızı sorguladım. Brown felç haliyle sadece sol ayağı kullanarak mutlu olabilirken biz bunca nimete rağmen mutsuz olabiliyorsak
12406,1.0,Hızlı kargo güzel ürün memnun kaldık teşekkürler
12407,1.0,5 yaşındaki oğlum için aldım
12408,1.0,Sürükleyiciydi
12409,1.0,Arkadaşlar gitar güzel paketlemeyi de beğendim.
12410,1.0,Paketleme harika ürün başlangıç için ideal ve kullanımı rahat ayrıca tam bir f/p ürünü .Çok dayanıklı olduğunu da atlamamak gerek tabi :3 batarya ile gelmesi gerçekten çok iyi çünkü ürün en fazla 10 dk uçuyor
12411,1.0,Hemen geldi
12412,1.0,engelli yaşamın zorlukları hakkında empati yapmanızı sağlıyor. okuyun derim
12413,1.0,urun guzel ama yan aynalari cok cabuk kırılır.cok hızlı bir araba çocuk bıraktı biz oynuyoruz.
12414,1.0,Ben bunu daha önceden okumuştum. Kurduğumuz kütüphaneye hediye etmek için aldım. Hani maddi imkanlarım el verse bu ülkedeki her insanın eline tutuştururdum.
12415,1.0,Cuma indiriminden 19 TL'ye aldım ve çok kısa sürede ellime ulaştı. Dan Brown'un bütün kitaplarını okudum. &quot
12416,1.0,Yeter ki öğrenmek isteyin okuyun müthiş bir anlatım . 
12417,1.0,çok iyiy
12418,1.0,Atatürkün askeri okul müfradatlarında bu kitabın da yer almasını istediğini okuyunca düşünmeden aldım.okudum.günümüz Türkiyesinde herkesin okuması gereken bir kitap olduğunu düşünüyorum!!!!şiddetle tavsiye ediyorum...
12419,1.0,Kitap gerçekten çok güzel. İçinde ki resimler çok canlı. Çocuğunuzun ilgisini çekecek bir kitap
12420,1.0,harry potter serisinin ateş kadehinden sonra en güzel filmi bu melez prens benim için tam bir hayal kırıklığıydı hem konu yoktu hem de filmle kitap birbirinden tamamen farklıydı ama bu kitap gerçekten seriye yakışır bir kitap finali çok güzel yapmışlar filmine gitmeden önce okumanızı kesinlikle öneririm
12421,1.0,kısa bır oyku kıtabı ama tabıı sabahattın alının kalemınden cıkmıs olması yetercok ıyı...bence mutlaka ama mutlaka kurk mantolu madonna ve kuyucaklı yusuf u da okuyun...ıkısıde cok cok cok cok cok guzel...
12422,1.0,ÜRÜNÜM ERTESİ GÜN ULAŞTI ELİME KİTABIN YARISINDAYIM ŞUAN GÜZEL KİŞİSEL GELİŞİM İÇİNDE YARARLI BİR KİTAP OKUMANIZI TAVSİYE EDERİM 
12423,1.0,etkileyici bir serüvene sahip çok beğendim.
12424,0.0,resimler çok karışık. daha sade büyük resimler şeklinde olabilirdi. telafuzları yazılabilirdi. birde çoçukların daha böyle günlük hayatta kullanacakları kelimelere ağırlık verilmesi iyi olurdu memnun kalmadım
12425,1.0,çok güzel bir kitap. Kesinlikle tavsiye ediyorum.
12426,1.0,Ürün kargolaması ve gönderimi son derece başarılı.
12427,1.0,3 ve 5 yasinda iki cocugum var. Ikisininde yasina uygun seti aldim. Gercekten ozenle hazırlanmış. Çocuklarda cok sevdi.
12428,1.0,iyi fiyat...
12429,1.0,3 yaşındaki oğlumun çok ilgisini çekti
12430,1.0,Turgut ÖZAKMANa teşekkürler mükemmel bir eser. Mustafa KEMAL ve arkadaşlarının gösterdiği özveriyi her TÜRK öğrenmeli. Bu Kitabı alın okuyun ve tavsiye edin derim. 
12431,1.0,Dönemin Selçuklu Devletini
12432,1.0,24 saat dolmadan hizli teslimat tebrikler
12433,1.0,İngilizce kursuna gidiyorum
12434,0.0,herkesin kitap yazmaması gerektiğinin güzel bir örneği. Birkaç saat sosyal medya üzerinde gezmeniz kafi.
12435,0.0,Domino gibi grup oyunu
12436,1.0,Çok daha büyük final potansiyeli olan ve harcanan bir hikaye
12437,1.0,Kizimin severek okuduğu kitap serisi....Tskler hepsi burada ve Ipek Ongun ...
12438,1.0,Gayet güzel kaliteli bir ürün
12439,1.0,kesinlikle alın süper bir kitap
12440,1.0,Beş Yıldız
12441,1.0,öğretmenin okulda hikaye sonrasında sanat etkinliğiyle destek verebileceği güzel kitap
